Temp,Humi,Date&Time
 34.4¡æ, 64.4%RH,2023-05-23 22:21:45
 34.4¡æ, 64.4%RH,2023-05-23 22:22:16
 34.4¡æ, 64.4%RH,2023-05-23 22:22:47
 34.4¡æ, 64.3%RH,2023-05-23 22:23:18
 34.4¡æ, 64.3%RH,2023-05-23 22:23:49
 34.5¡æ, 64.2%RH,2023-05-23 22:24:20
 34.5¡æ, 64.2%RH,2023-05-23 22:24:51
 34.5¡æ, 64.2%RH,2023-05-23 22:25:22
 34.5¡æ, 64.2%RH,2023-05-23 22:25:53
 34.5¡æ, 64.2%RH,2023-05-23 22:26:24
 34.5¡æ, 64.1%RH,2023-05-23 22:26:55
 34.5¡æ, 64.1%RH,2023-05-23 22:27:26
 34.5¡æ, 64.1%RH,2023-05-23 22:27:57
 34.5¡æ, 64.1%RH,2023-05-23 22:28:28
 34.5¡æ, 64.0%RH,2023-05-23 22:28:59
 34.5¡æ, 64.0%RH,2023-05-23 22:29:30
 34.5¡æ, 64.0%RH,2023-05-23 22:30:01
 34.5¡æ, 63.9%RH,2023-05-23 22:30:32
 34.5¡æ, 63.9%RH,2023-05-23 22:31:03
 34.5¡æ, 63.9%RH,2023-05-23 22:31:34
 34.5¡æ, 63.9%RH,2023-05-23 22:32:05
 34.5¡æ, 63.8%RH,2023-05-23 22:32:36
 34.5¡æ, 63.8%RH,2023-05-23 22:33:07
 34.5¡æ, 63.8%RH,2023-05-23 22:33:38
 34.5¡æ, 63.7%RH,2023-05-23 22:34:09
 34.5¡æ, 63.7%RH,2023-05-23 22:34:40
 34.6¡æ, 63.7%RH,2023-05-23 22:35:11
 34.6¡æ, 63.7%RH,2023-05-23 22:35:42
 34.6¡æ, 63.6%RH,2023-05-23 22:36:13
 34.6¡æ, 63.6%RH,2023-05-23 22:36:44
 34.6¡æ, 63.5%RH,2023-05-23 22:37:15
 34.6¡æ, 63.5%RH,2023-05-23 22:37:46
 34.6¡æ, 63.5%RH,2023-05-23 22:38:17
 34.6¡æ, 63.5%RH,2023-05-23 22:38:48
 34.6¡æ, 63.5%RH,2023-05-23 22:39:19
 34.6¡æ, 63.4%RH,2023-05-23 22:39:50
 34.6¡æ, 63.4%RH,2023-05-23 22:40:21
 34.6¡æ, 63.4%RH,2023-05-23 22:40:52
 34.6¡æ, 63.4%RH,2023-05-23 22:41:23
 34.6¡æ, 63.4%RH,2023-05-23 22:41:54
 34.6¡æ, 63.3%RH,2023-05-23 22:42:25
 34.6¡æ, 63.3%RH,2023-05-23 22:42:56
 34.6¡æ, 63.3%RH,2023-05-23 22:43:27
 34.6¡æ, 63.3%RH,2023-05-23 22:43:58
 34.6¡æ, 63.3%RH,2023-05-23 22:44:29
 34.6¡æ, 63.3%RH,2023-05-23 22:45:00
 34.6¡æ, 63.3%RH,2023-05-23 22:45:31
 34.6¡æ, 63.3%RH,2023-05-23 22:46:02
 34.6¡æ, 63.3%RH,2023-05-23 22:46:33
 34.6¡æ, 63.3%RH,2023-05-23 22:47:04
 34.6¡æ, 63.3%RH,2023-05-23 22:47:35
 34.6¡æ, 63.3%RH,2023-05-23 22:48:06
 34.6¡æ, 63.2%RH,2023-05-23 22:48:37
 34.6¡æ, 63.2%RH,2023-05-23 22:49:08
 34.6¡æ, 63.2%RH,2023-05-23 22:49:39
 34.6¡æ, 63.2%RH,2023-05-23 22:50:10
 34.6¡æ, 63.2%RH,2023-05-23 22:50:41
 34.6¡æ, 63.1%RH,2023-05-23 22:51:12
 34.6¡æ, 63.1%RH,2023-05-23 22:51:43
 34.6¡æ, 63.1%RH,2023-05-23 22:52:14
 34.6¡æ, 63.1%RH,2023-05-23 22:52:45
 34.6¡æ, 63.1%RH,2023-05-23 22:53:16
 34.6¡æ, 63.1%RH,2023-05-23 22:53:47
 34.6¡æ, 63.1%RH,2023-05-23 22:54:18
 34.6¡æ, 63.1%RH,2023-05-23 22:54:49
 34.6¡æ, 63.1%RH,2023-05-23 22:55:20
 34.6¡æ, 63.1%RH,2023-05-23 22:55:51
 34.6¡æ, 63.1%RH,2023-05-23 22:56:22
 34.6¡æ, 63.1%RH,2023-05-23 22:56:53
 34.6¡æ, 63.1%RH,2023-05-23 22:57:24
 34.6¡æ, 63.1%RH,2023-05-23 22:57:55
 34.6¡æ, 63.1%RH,2023-05-23 22:58:26
 34.6¡æ, 63.0%RH,2023-05-23 22:58:57
 34.6¡æ, 63.0%RH,2023-05-23 22:59:28
 34.6¡æ, 63.0%RH,2023-05-23 22:59:59
 34.6¡æ, 63.0%RH,2023-05-23 23:00:30
 34.6¡æ, 63.0%RH,2023-05-23 23:01:01
 34.6¡æ, 63.0%RH,2023-05-23 23:01:32
 34.6¡æ, 63.0%RH,2023-05-23 23:02:03
 34.6¡æ, 63.0%RH,2023-05-23 23:02:34
 34.6¡æ, 62.9%RH,2023-05-23 23:03:05
 34.6¡æ, 62.9%RH,2023-05-23 23:03:36
 34.6¡æ, 62.9%RH,2023-05-23 23:04:07
 34.6¡æ, 62.9%RH,2023-05-23 23:04:38
 34.6¡æ, 62.9%RH,2023-05-23 23:05:10
 34.6¡æ, 62.9%RH,2023-05-23 23:05:41
 34.6¡æ, 62.9%RH,2023-05-23 23:06:12
 34.6¡æ, 62.9%RH,2023-05-23 23:06:43
 34.6¡æ, 62.8%RH,2023-05-23 23:07:14
 34.6¡æ, 62.8%RH,2023-05-23 23:07:45
 34.6¡æ, 62.8%RH,2023-05-23 23:08:16
 34.6¡æ, 62.8%RH,2023-05-23 23:08:47
 34.6¡æ, 62.8%RH,2023-05-23 23:09:18
 34.6¡æ, 62.8%RH,2023-05-23 23:09:49
 34.6¡æ, 62.8%RH,2023-05-23 23:10:20
 34.6¡æ, 62.8%RH,2023-05-23 23:10:51
 34.6¡æ, 62.8%RH,2023-05-23 23:11:22
 34.6¡æ, 62.8%RH,2023-05-23 23:11:53
 34.6¡æ, 62.8%RH,2023-05-23 23:12:24
 34.6¡æ, 62.8%RH,2023-05-23 23:12:55
 34.6¡æ, 62.8%RH,2023-05-23 23:13:26
 34.6¡æ, 62.8%RH,2023-05-23 23:13:57
 34.6¡æ, 62.8%RH,2023-05-23 23:14:28
 34.6¡æ, 62.8%RH,2023-05-23 23:14:59
 34.6¡æ, 62.8%RH,2023-05-23 23:15:30
 34.6¡æ, 62.8%RH,2023-05-23 23:16:01
 34.6¡æ, 62.8%RH,2023-05-23 23:16:32
 34.6¡æ, 62.8%RH,2023-05-23 23:17:03
 34.6¡æ, 62.8%RH,2023-05-23 23:17:34
 34.6¡æ, 62.8%RH,2023-05-23 23:18:05
 34.6¡æ, 62.8%RH,2023-05-23 23:18:36
 34.6¡æ, 62.7%RH,2023-05-23 23:19:07
 34.6¡æ, 62.7%RH,2023-05-23 23:19:38
 34.6¡æ, 62.7%RH,2023-05-23 23:20:09
 34.6¡æ, 62.7%RH,2023-05-23 23:20:40
 34.6¡æ, 62.7%RH,2023-05-23 23:21:11
 34.6¡æ, 62.7%RH,2023-05-23 23:21:42
 34.6¡æ, 62.7%RH,2023-05-23 23:22:13
 34.6¡æ, 62.7%RH,2023-05-23 23:22:44
 34.6¡æ, 62.6%RH,2023-05-23 23:23:15
 34.6¡æ, 62.6%RH,2023-05-23 23:23:46
 34.6¡æ, 62.6%RH,2023-05-23 23:24:17
 34.6¡æ, 62.6%RH,2023-05-23 23:24:48
 34.6¡æ, 62.7%RH,2023-05-23 23:25:19
 34.6¡æ, 62.7%RH,2023-05-23 23:25:50
 34.6¡æ, 62.7%RH,2023-05-23 23:26:21
 34.6¡æ, 62.7%RH,2023-05-23 23:26:52
 34.6¡æ, 62.7%RH,2023-05-23 23:27:23
 34.6¡æ, 62.7%RH,2023-05-23 23:27:54
 34.6¡æ, 62.7%RH,2023-05-23 23:28:25
 34.6¡æ, 62.7%RH,2023-05-23 23:28:56
 34.6¡æ, 62.7%RH,2023-05-23 23:29:27
 34.6¡æ, 62.7%RH,2023-05-23 23:29:58
 34.6¡æ, 62.7%RH,2023-05-23 23:30:29
 34.6¡æ, 62.7%RH,2023-05-23 23:31:00
 34.6¡æ, 62.7%RH,2023-05-23 23:31:31
 34.6¡æ, 62.7%RH,2023-05-23 23:32:02
 34.6¡æ, 62.7%RH,2023-05-23 23:32:33
 34.6¡æ, 62.8%RH,2023-05-23 23:33:04
 34.6¡æ, 62.7%RH,2023-05-23 23:33:35
 34.6¡æ, 62.7%RH,2023-05-23 23:34:06
 34.6¡æ, 62.7%RH,2023-05-23 23:34:37
 34.6¡æ, 62.7%RH,2023-05-23 23:35:08
 34.6¡æ, 62.7%RH,2023-05-23 23:35:39
 34.5¡æ, 62.7%RH,2023-05-23 23:36:10
 34.5¡æ, 62.7%RH,2023-05-23 23:36:41
 34.5¡æ, 62.7%RH,2023-05-23 23:37:12
 34.5¡æ, 62.7%RH,2023-05-23 23:37:43
 34.5¡æ, 62.7%RH,2023-05-23 23:38:14
 34.5¡æ, 62.7%RH,2023-05-23 23:38:45
 34.5¡æ, 62.7%RH,2023-05-23 23:39:16
 34.5¡æ, 62.7%RH,2023-05-23 23:39:47
 34.5¡æ, 62.7%RH,2023-05-23 23:40:18
 34.5¡æ, 62.7%RH,2023-05-23 23:40:49
 34.5¡æ, 62.7%RH,2023-05-23 23:41:20
 34.5¡æ, 62.6%RH,2023-05-23 23:41:51
 34.5¡æ, 62.6%RH,2023-05-23 23:42:22
 34.5¡æ, 62.6%RH,2023-05-23 23:42:53
 34.5¡æ, 62.6%RH,2023-05-23 23:43:24
 34.5¡æ, 62.6%RH,2023-05-23 23:43:55
 34.5¡æ, 62.6%RH,2023-05-23 23:44:26
 34.5¡æ, 62.7%RH,2023-05-23 23:44:57
 34.5¡æ, 62.7%RH,2023-05-23 23:45:28
 34.5¡æ, 62.7%RH,2023-05-23 23:45:59
 34.5¡æ, 62.7%RH,2023-05-23 23:46:30
 34.5¡æ, 62.7%RH,2023-05-23 23:47:01
 34.5¡æ, 62.7%RH,2023-05-23 23:47:32
 34.5¡æ, 62.7%RH,2023-05-23 23:48:03
 34.5¡æ, 62.7%RH,2023-05-23 23:48:34
 34.5¡æ, 62.7%RH,2023-05-23 23:49:05
 34.5¡æ, 62.7%RH,2023-05-23 23:49:36
 34.5¡æ, 62.7%RH,2023-05-23 23:50:07
 34.5¡æ, 62.7%RH,2023-05-23 23:50:38
 34.5¡æ, 62.8%RH,2023-05-23 23:51:09
 34.5¡æ, 62.8%RH,2023-05-23 23:51:40
 34.5¡æ, 62.8%RH,2023-05-23 23:52:11
 34.5¡æ, 62.8%RH,2023-05-23 23:52:42
 34.5¡æ, 62.8%RH,2023-05-23 23:53:13
 34.5¡æ, 62.8%RH,2023-05-23 23:53:44
 34.5¡æ, 62.8%RH,2023-05-23 23:54:15
 34.5¡æ, 62.8%RH,2023-05-23 23:54:46
 34.5¡æ, 62.8%RH,2023-05-23 23:55:17
 34.5¡æ, 62.8%RH,2023-05-23 23:55:48
 34.5¡æ, 62.8%RH,2023-05-23 23:56:19
 34.5¡æ, 62.7%RH,2023-05-23 23:56:50
 34.5¡æ, 62.7%RH,2023-05-23 23:57:21
 34.5¡æ, 62.7%RH,2023-05-23 23:57:52
 34.5¡æ, 62.7%RH,2023-05-23 23:58:23
 34.5¡æ, 62.7%RH,2023-05-23 23:58:54
 34.5¡æ, 62.7%RH,2023-05-23 23:59:25
 34.5¡æ, 62.7%RH,2023-05-23 23:59:56
 34.5¡æ, 62.7%RH,2023-05-24 00:00:27
 34.5¡æ, 62.7%RH,2023-05-24 00:00:58
 34.5¡æ, 62.8%RH,2023-05-24 00:01:29
 34.5¡æ, 62.8%RH,2023-05-24 00:02:00
 34.5¡æ, 62.8%RH,2023-05-24 00:02:31
 34.5¡æ, 62.8%RH,2023-05-24 00:03:02
 34.5¡æ, 62.8%RH,2023-05-24 00:03:33
 34.6¡æ, 62.8%RH,2023-05-24 00:04:04
 34.6¡æ, 62.8%RH,2023-05-24 00:04:35
 34.6¡æ, 62.8%RH,2023-05-24 00:05:06
 34.6¡æ, 62.8%RH,2023-05-24 00:05:37
 34.6¡æ, 62.8%RH,2023-05-24 00:06:08
 34.6¡æ, 62.8%RH,2023-05-24 00:06:39
 34.6¡æ, 62.7%RH,2023-05-24 00:07:10
 34.6¡æ, 62.7%RH,2023-05-24 00:07:41
 34.6¡æ, 62.7%RH,2023-05-24 00:08:12
 34.6¡æ, 62.7%RH,2023-05-24 00:08:43
 34.6¡æ, 62.7%RH,2023-05-24 00:09:14
 34.6¡æ, 62.6%RH,2023-05-24 00:09:45
 34.6¡æ, 62.6%RH,2023-05-24 00:10:16
 34.6¡æ, 62.6%RH,2023-05-24 00:10:47
 34.6¡æ, 62.6%RH,2023-05-24 00:11:18
 34.6¡æ, 62.6%RH,2023-05-24 00:11:49
 34.6¡æ, 62.6%RH,2023-05-24 00:12:20
 34.6¡æ, 62.6%RH,2023-05-24 00:12:51
 34.6¡æ, 62.6%RH,2023-05-24 00:13:22
 34.6¡æ, 62.6%RH,2023-05-24 00:13:53
 34.6¡æ, 62.6%RH,2023-05-24 00:14:24
 34.6¡æ, 62.6%RH,2023-05-24 00:14:55
 34.6¡æ, 62.6%RH,2023-05-24 00:15:26
 34.6¡æ, 62.6%RH,2023-05-24 00:15:57
 34.6¡æ, 62.6%RH,2023-05-24 00:16:28
 34.6¡æ, 62.6%RH,2023-05-24 00:16:59
 34.6¡æ, 62.6%RH,2023-05-24 00:17:30
 34.6¡æ, 62.6%RH,2023-05-24 00:18:01
 34.6¡æ, 62.6%RH,2023-05-24 00:18:32
 34.6¡æ, 62.5%RH,2023-05-24 00:19:03
 34.6¡æ, 62.5%RH,2023-05-24 00:19:34
 34.6¡æ, 62.5%RH,2023-05-24 00:20:05
 34.6¡æ, 62.5%RH,2023-05-24 00:20:36
 34.6¡æ, 62.5%RH,2023-05-24 00:21:07
 34.6¡æ, 62.5%RH,2023-05-24 00:21:38
 34.6¡æ, 62.5%RH,2023-05-24 00:22:09
 34.6¡æ, 62.5%RH,2023-05-24 00:22:40
 34.6¡æ, 62.5%RH,2023-05-24 00:23:11
 34.6¡æ, 62.5%RH,2023-05-24 00:23:42
 34.6¡æ, 62.5%RH,2023-05-24 00:24:13
 34.6¡æ, 62.5%RH,2023-05-24 00:24:44
 34.6¡æ, 62.5%RH,2023-05-24 00:25:15
 34.6¡æ, 62.5%RH,2023-05-24 00:25:46
 34.6¡æ, 62.5%RH,2023-05-24 00:26:17
 34.6¡æ, 62.5%RH,2023-05-24 00:26:48
 34.6¡æ, 62.5%RH,2023-05-24 00:27:19
 34.6¡æ, 62.5%RH,2023-05-24 00:27:50
 34.6¡æ, 62.5%RH,2023-05-24 00:28:21
 34.6¡æ, 62.5%RH,2023-05-24 00:28:52
 34.6¡æ, 62.5%RH,2023-05-24 00:29:23
 34.6¡æ, 62.5%RH,2023-05-24 00:29:54
 34.6¡æ, 62.5%RH,2023-05-24 00:30:25
 34.6¡æ, 62.5%RH,2023-05-24 00:30:56
 34.6¡æ, 62.5%RH,2023-05-24 00:31:27
 34.6¡æ, 62.5%RH,2023-05-24 00:31:58
 34.6¡æ, 62.5%RH,2023-05-24 00:32:29
 34.6¡æ, 62.5%RH,2023-05-24 00:33:00
 34.6¡æ, 62.5%RH,2023-05-24 00:33:31
 34.5¡æ, 62.5%RH,2023-05-24 00:34:02
 34.5¡æ, 62.5%RH,2023-05-24 00:34:33
 34.5¡æ, 62.5%RH,2023-05-24 00:35:04
 34.5¡æ, 62.5%RH,2023-05-24 00:35:35
 34.5¡æ, 62.5%RH,2023-05-24 00:36:06
 34.5¡æ, 62.5%RH,2023-05-24 00:36:37
 34.5¡æ, 62.5%RH,2023-05-24 00:37:08
 34.5¡æ, 62.5%RH,2023-05-24 00:37:39
 34.5¡æ, 62.5%RH,2023-05-24 00:38:10
 34.5¡æ, 62.5%RH,2023-05-24 00:38:41
 34.5¡æ, 62.5%RH,2023-05-24 00:39:12
 34.5¡æ, 62.5%RH,2023-05-24 00:39:43
 34.5¡æ, 62.5%RH,2023-05-24 00:40:14
 34.5¡æ, 62.5%RH,2023-05-24 00:40:45
 34.5¡æ, 62.5%RH,2023-05-24 00:41:16
 34.5¡æ, 62.5%RH,2023-05-24 00:41:47
 34.5¡æ, 62.5%RH,2023-05-24 00:42:18
 34.5¡æ, 62.5%RH,2023-05-24 00:42:49
 34.5¡æ, 62.5%RH,2023-05-24 00:43:20
 34.5¡æ, 62.5%RH,2023-05-24 00:43:51
 34.5¡æ, 62.5%RH,2023-05-24 00:44:22
 34.5¡æ, 62.5%RH,2023-05-24 00:44:53
 34.5¡æ, 62.5%RH,2023-05-24 00:45:24
 34.5¡æ, 62.5%RH,2023-05-24 00:45:55
 34.5¡æ, 62.5%RH,2023-05-24 00:46:26
 34.5¡æ, 62.6%RH,2023-05-24 00:46:57
 34.5¡æ, 62.6%RH,2023-05-24 00:47:28
 34.5¡æ, 62.6%RH,2023-05-24 00:47:59
 34.5¡æ, 62.6%RH,2023-05-24 00:48:30
 34.5¡æ, 62.6%RH,2023-05-24 00:49:01
 34.5¡æ, 62.6%RH,2023-05-24 00:49:32
 34.5¡æ, 62.6%RH,2023-05-24 00:50:03
 34.5¡æ, 62.6%RH,2023-05-24 00:50:34
 34.5¡æ, 62.6%RH,2023-05-24 00:51:05
 34.4¡æ, 62.6%RH,2023-05-24 00:51:36
 34.4¡æ, 62.7%RH,2023-05-24 00:52:07
 34.4¡æ, 62.7%RH,2023-05-24 00:52:38
 34.4¡æ, 62.7%RH,2023-05-24 00:53:09
 34.4¡æ, 62.7%RH,2023-05-24 00:53:40
 34.4¡æ, 62.7%RH,2023-05-24 00:54:11
 34.4¡æ, 62.7%RH,2023-05-24 00:54:42
 34.4¡æ, 62.8%RH,2023-05-24 00:55:13
 34.4¡æ, 62.8%RH,2023-05-24 00:55:44
 34.4¡æ, 62.8%RH,2023-05-24 00:56:15
 34.4¡æ, 62.8%RH,2023-05-24 00:56:46
 34.4¡æ, 62.8%RH,2023-05-24 00:57:17
 34.4¡æ, 62.8%RH,2023-05-24 00:57:48
 34.4¡æ, 62.8%RH,2023-05-24 00:58:19
 34.4¡æ, 62.8%RH,2023-05-24 00:58:50
 34.4¡æ, 62.8%RH,2023-05-24 00:59:21
 34.4¡æ, 62.8%RH,2023-05-24 00:59:52
 34.4¡æ, 62.8%RH,2023-05-24 01:00:23
 34.4¡æ, 62.9%RH,2023-05-24 01:00:54
 34.4¡æ, 62.9%RH,2023-05-24 01:01:25
 34.4¡æ, 62.9%RH,2023-05-24 01:01:56
 34.4¡æ, 62.9%RH,2023-05-24 01:02:27
 34.4¡æ, 62.9%RH,2023-05-24 01:02:58
 34.4¡æ, 62.9%RH,2023-05-24 01:03:29
 34.4¡æ, 62.9%RH,2023-05-24 01:04:00
 34.4¡æ, 62.9%RH,2023-05-24 01:04:31
 34.4¡æ, 62.9%RH,2023-05-24 01:05:02
 34.4¡æ, 62.9%RH,2023-05-24 01:05:33
 34.4¡æ, 62.9%RH,2023-05-24 01:06:04
 34.4¡æ, 62.9%RH,2023-05-24 01:06:35
 34.4¡æ, 63.0%RH,2023-05-24 01:07:06
 34.4¡æ, 63.0%RH,2023-05-24 01:07:37
 34.4¡æ, 63.0%RH,2023-05-24 01:08:08
 34.4¡æ, 63.0%RH,2023-05-24 01:08:39
 34.4¡æ, 63.0%RH,2023-05-24 01:09:10
 34.4¡æ, 63.0%RH,2023-05-24 01:09:41
 34.4¡æ, 63.0%RH,2023-05-24 01:10:12
 34.4¡æ, 63.0%RH,2023-05-24 01:10:43
 34.4¡æ, 63.0%RH,2023-05-24 01:11:14
 34.4¡æ, 63.0%RH,2023-05-24 01:11:45
 34.4¡æ, 63.0%RH,2023-05-24 01:12:16
 34.4¡æ, 63.0%RH,2023-05-24 01:12:47
 34.4¡æ, 63.0%RH,2023-05-24 01:13:18
 34.4¡æ, 63.0%RH,2023-05-24 01:13:49
 34.4¡æ, 63.0%RH,2023-05-24 01:14:20
 34.4¡æ, 63.0%RH,2023-05-24 01:14:51
 34.4¡æ, 63.0%RH,2023-05-24 01:15:22
 34.4¡æ, 63.0%RH,2023-05-24 01:15:53
 34.4¡æ, 63.0%RH,2023-05-24 01:16:24
 34.4¡æ, 63.0%RH,2023-05-24 01:16:55
 34.4¡æ, 63.0%RH,2023-05-24 01:17:26
 34.4¡æ, 63.0%RH,2023-05-24 01:17:57
 34.4¡æ, 63.0%RH,2023-05-24 01:18:28
 34.4¡æ, 63.0%RH,2023-05-24 01:18:59
 34.4¡æ, 63.0%RH,2023-05-24 01:19:30
 34.4¡æ, 63.0%RH,2023-05-24 01:20:01
 34.4¡æ, 62.9%RH,2023-05-24 01:20:32
 34.4¡æ, 62.9%RH,2023-05-24 01:21:03
 34.4¡æ, 62.9%RH,2023-05-24 01:21:34
 34.4¡æ, 63.0%RH,2023-05-24 01:22:06
 34.4¡æ, 63.0%RH,2023-05-24 01:22:37
 34.4¡æ, 63.0%RH,2023-05-24 01:23:08
 34.4¡æ, 63.0%RH,2023-05-24 01:23:39
 34.4¡æ, 63.0%RH,2023-05-24 01:24:10
 34.3¡æ, 63.0%RH,2023-05-24 01:24:41
 34.4¡æ, 63.0%RH,2023-05-24 01:25:12
 34.3¡æ, 63.0%RH,2023-05-24 01:25:43
 34.3¡æ, 63.0%RH,2023-05-24 01:26:14
 34.3¡æ, 63.0%RH,2023-05-24 01:26:45
 34.3¡æ, 63.0%RH,2023-05-24 01:27:16
 34.3¡æ, 63.0%RH,2023-05-24 01:27:47
 34.3¡æ, 63.0%RH,2023-05-24 01:28:18
 34.3¡æ, 63.0%RH,2023-05-24 01:28:49
 34.3¡æ, 63.0%RH,2023-05-24 01:29:20
 34.3¡æ, 63.0%RH,2023-05-24 01:29:51
 34.3¡æ, 63.0%RH,2023-05-24 01:30:22
 34.3¡æ, 63.1%RH,2023-05-24 01:30:53
 34.3¡æ, 63.1%RH,2023-05-24 01:31:24
 34.3¡æ, 63.1%RH,2023-05-24 01:31:55
 34.3¡æ, 63.1%RH,2023-05-24 01:32:26
 34.3¡æ, 63.0%RH,2023-05-24 01:32:57
 34.3¡æ, 63.0%RH,2023-05-24 01:33:28
 34.3¡æ, 63.0%RH,2023-05-24 01:33:59
 34.3¡æ, 63.1%RH,2023-05-24 01:34:30
 34.3¡æ, 63.1%RH,2023-05-24 01:35:01
 34.3¡æ, 63.0%RH,2023-05-24 01:35:32
 34.3¡æ, 63.0%RH,2023-05-24 01:36:03
 34.3¡æ, 63.1%RH,2023-05-24 01:36:34
 34.3¡æ, 63.1%RH,2023-05-24 01:37:05
 34.3¡æ, 63.1%RH,2023-05-24 01:37:36
 34.3¡æ, 63.1%RH,2023-05-24 01:38:07
 34.3¡æ, 63.1%RH,2023-05-24 01:38:38
 34.3¡æ, 63.1%RH,2023-05-24 01:39:09
 34.3¡æ, 63.1%RH,2023-05-24 01:39:40
 34.3¡æ, 63.1%RH,2023-05-24 01:40:11
 34.3¡æ, 63.1%RH,2023-05-24 01:40:42
 34.3¡æ, 63.1%RH,2023-05-24 01:41:13
 34.3¡æ, 63.0%RH,2023-05-24 01:41:44
 34.3¡æ, 63.0%RH,2023-05-24 01:42:15
 34.3¡æ, 63.0%RH,2023-05-24 01:42:46
 34.3¡æ, 63.0%RH,2023-05-24 01:43:17
 34.3¡æ, 63.0%RH,2023-05-24 01:43:48
 34.3¡æ, 63.0%RH,2023-05-24 01:44:19
 34.3¡æ, 63.0%RH,2023-05-24 01:44:50
 34.3¡æ, 63.0%RH,2023-05-24 01:45:21
